type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures d'occasion,mercedes classe c220d,"casablanca, anfa",il y a 6 heures,2022,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Classe_C220d_57364055.htm,casablanca,anfa
Voitures d'occasion,volkswagen t-roc diesel automatique 2023,"marrakech, guéliz",il y a 6 heures,2023,Automatique,Diesel,N/A,Mimid,https://www.avito.ma/fr/guéliz/voitures_d_occasion/Volkswagen_T_Roc_Diesel_Automatique_2023_57197390.htm,marrakech,guéliz
Voitures d'occasion,volkswagen touareg 2022,"casablanca, bourgogne",il y a 6 heures,2022,Automatique,Diesel,N/A,Promorent Auto,https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Volkswagen_Touareg_2022_57373533.htm,casablanca,bourgogne
Voitures d'occasion,duster prestige automatique basma,"casablanca, centre ville",il y a 6 heures,2021,Automatique,Diesel,N/A,Taib,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Duster_prestige_automatique_Basma_49886641.htm,casablanca,centre ville
Voitures d'occasion,mégane automatique,"agadir, autre secteur",il y a 6 heures,2018,Automatique,Diesel,N/A,Mobile auto,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Mégane_automatique_57160838.htm,agadir,autre secteur
Voitures d'occasion,docker en tres bon etat,"casablanca, aïn chock",il y a 6 heures,2020,Manuelle,Diesel,N/A,omar,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Docker_en_tres_bon_etat_57496357.htm,casablanca,aïn chock
Voitures d'occasion,renault express van advance diesel ww,"casablanca, autre secteur",il y a 6 heures,2022,Manuelle,Diesel,N/A,Rhoucar,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Renault_Express_Van_Advance_Diesel_WW_57425996.htm,casablanca,autre secteur
Voitures d'occasion,nissan qashqai,"agadir, autre secteur",il y a 6 heures,2021,Manuelle,Diesel,N/A,Mobile auto,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Nissan_Qashqai_56132605.htm,agadir,autre secteur
Voitures d'occasion,range rover velar- fin 2022- très bon état,"tanger, centre ville",il y a 6 heures,2022,Automatique,Diesel,N/A,Belal,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Range_Rover_Velar__Fin_2022__Très_bon_état_57491125.htm,tanger,centre ville
Voitures d'occasion,audi q5 40 tdi 204 s-tronic quattro design,"casablanca, bournazil",il y a 6 heures,2021,Automatique,Diesel,N/A,Aziz,https://www.avito.ma/fr/bournazil/voitures_d_occasion/AUDI_Q5_40_TDI_204_S_Tronic_quattro_Design_57417517.htm,casablanca,bournazil
Voitures d'occasion,mercedes-benz classe a diesel automatique 2019,"casablanca, californie",il y a 6 heures,2019,Automatique,Diesel,N/A,Hamza,https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_Benz_Classe_A_Diesel_Automatique_2019_57491104.htm,casablanca,californie
Voitures d'occasion,nissan juke modèle 2014 diesel ⛽️,"casablanca, sidi bernoussi",il y a 6 heures,2014,Manuelle,Diesel,N/A,HAMADA,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Nissan_juke_modèle_2014_diesel____57327814.htm,casablanca,sidi bernoussi
Voitures d'occasion,volvo xc90,"casablanca, oasis",il y a 6 heures,2013,Automatique,Diesel,N/A,Benjelloun,https://www.avito.ma/fr/oasis/voitures_d_occasion/VOLVO_XC90_57451462.htm,casablanca,oasis
Voitures de location,location voiture fès aéroport,"fès, route d'aeroport",il y a 6 heures,,N/A,N/A,N/A,KADRI LUXURY CAR,https://www.avito.ma/fr/route_d_aeroport/voitures_de_location/Location_Voiture_Fès_Aéroport_57065058.htm,fès,route d'aeroport
Voitures d'occasion,bmw série 1 diesel automatique 2021 à casablanca,"casablanca, hay laymouna",il y a 6 heures,2021,Automatique,Diesel,N/A,المرابطي,https://www.avito.ma/fr/hay_laymouna/voitures_d_occasion/BMW_Série_1_Diesel_Automatique_2021_à_Casablanca_57057323.htm,casablanca,hay laymouna
Voitures d'occasion,vw coccinelle/ new beetle à rabat,"rabat, souissi",il y a 6 heures,2018,Automatique,Diesel,N/A,Mme Sbai,https://www.avito.ma/fr/souissi/voitures_d_occasion/VW_Coccinelle__New_Beetle_à_Rabat_57378648.htm,rabat,souissi
Voitures d'occasion,bmw série 118i pack m,"casablanca, belvédère",il y a 6 heures,2020,Manuelle,Essence,N/A,Marouane Auto,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Bmw_série_118i_pack_M_53539774.htm,casablanca,belvédère
Voitures d'occasion,toyota yaris diesel 2009,"mohammedia, el alia",il y a 6 heures,2010,Manuelle,Diesel,N/A,Hicham,https://www.avito.ma/fr/el_alia/voitures_d_occasion/Toyota_Yaris_diesel_2009_57507329.htm,mohammedia,el alia
Voitures d'occasion,mini couper,"rabat, guich oudaya",il y a 6 heures,2011,Automatique,Essence,N/A,AUTO JIKKI,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/MINI_couper_57298367.htm,rabat,guich oudaya
Voitures d'occasion,volkswagen t-roc sport 2024 (1ère main) km 15k,"tanger, centre ville",il y a 6 heures,2024,Automatique,Diesel,N/A,Ahmed rifi auto,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Volkswagen_T_Roc_sport_2024__1ère_main__km_15k_57218917.htm,tanger,centre ville
Voitures d'occasion,bmw série 2 diesel automatique 2024 à rabat,"rabat, hay el fath",il y a 6 heures,2024,Automatique,Diesel,N/A,auto chaoui,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/BMW_Série_2_Diesel_Automatique_2024_à_Rabat_57418177.htm,rabat,hay el fath
Voitures d'occasion,range rover velar 2l,"kénitra, centre",il y a 6 heures,2018,Automatique,Diesel,N/A,Nabil auto tihad,https://www.avito.ma/fr/centre/voitures_d_occasion/Range_Rover_Velar_2L_57009659.htm,kénitra,centre
Voitures d'occasion,mercedes avandgarde,"fès, narjis",il y a 6 heures,2021,Automatique,Diesel,N/A,particulier,https://www.avito.ma/fr/narjis/voitures_d_occasion/Mercedes_Avandgarde_57149397.htm,fès,narjis
Voitures d'occasion,citroën c3 diesel manuelle 2022 à casablanca,"casablanca, lissasfa",il y a 6 heures,2022,Manuelle,Diesel,N/A,ALD Automotive - Ayvens,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Citroën_C3_Diesel_Manuelle_2022_à_Casablanca_57432324.htm,casablanca,lissasfa
Voitures d'occasion,cla 220d amg 37.000 km 2024,"casablanca, autre secteur",il y a 6 heures,2024,Automatique,Diesel,N/A,oTo SHOP,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/CLA_220d_AMG_37_000_KM_2024_57437302.htm,casablanca,autre secteur
Voitures d'occasion,glc coupe amg diesel non dédouanee 2019,"salé, sidi abdellah",il y a 6 heures,2019,Automatique,Diesel,N/A,Abderrazzak,https://www.avito.ma/fr/sidi_abdellah/voitures_d_occasion/GLC_Coupe_AMG_Diesel_non_dédouanee_2019_57454071.htm,salé,sidi abdellah
Voitures d'occasion,mercedes benz c 220 amg,"fès, autre secteur",il y a 6 heures,2019,Automatique,Diesel,N/A,Auto Amine,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Mercedes_Benz_C_220_AMG_56170704.htm,fès,autre secteur
Voitures de location,location voiture 7 places aéroport fès saïs,"fès, route d'aeroport",il y a 6 heures,,N/A,N/A,N/A,KADRI LUXURY CAR,https://www.avito.ma/fr/route_d_aeroport/voitures_de_location/Location_voiture_7_places_aéroport_Fès_Saïs_55583057.htm,fès,route d'aeroport
Voitures d'occasion,hyundai i10 automatique 2024❣️,"rabat, autre secteur",il y a 6 heures,2024,Automatique,Essence,N/A,MiCHA❣️,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_i10_Automatique_2024___56838243.htm,rabat,autre secteur
Voitures d'occasion,porsche cayenne 2024,"casablanca, aïn chock",il y a 6 heures,2024,Automatique,Hybride,N/A,Harit Auto,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Porsche_Cayenne_2024_57318852.htm,casablanca,aïn chock
Voitures d'occasion,skoda octavia,"casablanca, sidi bernoussi",il y a 6 heures,2024,Automatique,Diesel,N/A,Voitures particuliers certifiées,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Skoda_Octavia_57498083.htm,casablanca,sidi bernoussi
Voitures d'occasion,nouvelle hyundai tucson ultimate 2023 diesel,"rabat, agdal",il y a 6 heures,2023,Automatique,Diesel,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_Hyundai_Tucson_Ultimate_2023_Diesel_57336314.htm,rabat,agdal
Voitures d'occasion,jeep renegade 4x4 limited 2021,"rabat, hay el fath",il y a 6 heures,2021,Automatique,Diesel,N/A,Auto Rachid,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Jeep_Renegade_4x4_LIMITED_2021_44518352.htm,rabat,hay el fath
Voitures d'occasion,skoda kodiaq,"casablanca, sidi maarouf",il y a 6 heures,2022,Automatique,Diesel,https://content.avito.ma/classifieds/images/10145083775?t=images,Voitures particuliers certifiées,https://www.avito.ma/fr/sidi_maarouf/voitures_d_occasion/skoda_kodiaq_56933034.htm,casablanca,sidi maarouf
Voitures d'occasion,dacia duster labwat de vitesse automatique,"salé, sala el jadida",il y a 2 heures,2022,Automatique,Diesel,https://content.avito.ma/classifieds/images/10141817706?t=images,AUTO DAHMANI,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Dacia_Duster_laBwat_de_vitesse_automatique_56979632.htm,salé,sala el jadida
Voitures d'occasion,bmw x3 diesel automatique 2015 à casablanca,"casablanca, bournazil",il y a 2 heures,2015,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144545392?t=images,Abdelaziz,https://www.avito.ma/fr/bournazil/voitures_d_occasion/BMW_X3_Diesel_Automatique_2015_à_Casablanca_57459672.htm,casablanca,bournazil
Voitures d'occasion,hyundai accent,"casablanca, autre secteur",il y a 6 heures,2022,Automatique,Diesel,N/A,Voitures particuliers certifiées,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/hyundai_accent_57444840.htm,casablanca,autre secteur
Voitures d'occasion,voiture caddy,"casablanca, oulfa",il y a 6 heures,2020,Automatique,Diesel,N/A,omar,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Voiture_Caddy_57451538.htm,casablanca,oulfa
Voitures de location,location de voiture,"casablanca, anfa",il y a 6 heures,,N/A,N/A,N/A,vog car,https://www.avito.ma/fr/anfa/voitures_de_location/Location_de_voiture_56956577.htm,casablanca,anfa
Voitures d'occasion,audi q3 diesel automatique 2021 à casablanca,"casablanca, aïn diab",il y a 6 heures,2021,Automatique,Diesel,N/A,الفيلالي,https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Audi_Q3_Diesel_Automatique_2021_à_Casablanca_57447527.htm,casablanca,aïn diab
Voitures d'occasion,volvo xc60 diesel automatique 2021 à fès,"fès, route d'immouzere",il y a 6 heures,2021,Automatique,Diesel,N/A,mehdi,https://www.avito.ma/fr/route_d_immouzere/voitures_d_occasion/Volvo_XC60_Diesel_Automatique_2021_à_Fès_57444243.htm,fès,route d'immouzere
Voitures d'occasion,hyundai santa fe diesel automatique 2020,"casablanca, ben m'sick",il y a 6 heures,2020,Automatique,Diesel,N/A,mohamed,https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Hyundai_Santa_Fe_Diesel_Automatique_2020_56661952.htm,casablanca,ben m'sick
Voitures d'occasion,peugeot rifter comme neuve,"marrakech, m'hamid",il y a 6 heures,2024,Manuelle,Diesel,N/A,ahmed,https://www.avito.ma/fr/m_hamid/voitures_d_occasion/Peugeot_Rifter_comme_neuve_57507323.htm,marrakech,m'hamid
Voitures d'occasion,peugeot 3008 diesel a vendre,"casablanca, ain sebaa",il y a 6 heures,2012,Manuelle,Diesel,N/A,ILHAM,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Peugeot_3008_Diesel_A_VENDRE_57507325.htm,casablanca,ain sebaa
Voitures de location,location voiture fes aeroport,"fès, route d'aeroport",il y a 6 heures,,N/A,N/A,N/A,KADRI LUXURY CAR,https://www.avito.ma/fr/route_d_aeroport/voitures_de_location/Location_voiture_fes_aeroport_55582441.htm,fès,route d'aeroport
Voitures d'occasion,volkswagen touareg diesel automatique 2023,"marrakech, centre ville",il y a 6 heures,2023,Automatique,Diesel,N/A,NMR GENERAL,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Volkswagen_Touareg_Diesel_Automatique_2023_57469175.htm,marrakech,centre ville
Voitures d'occasion,"hyundai, i30","ouarzazate, toute la ville",il y a 6 heures,2013,Manuelle,Diesel,N/A,Jawad,https://www.avito.ma/fr/ouarzazate/voitures_d_occasion/Hyundai__i30_49506925.htm,ouarzazate,toute la ville
Voitures d'occasion,volkswagen t-roc diesel automatique 2023,"agadir, el houda",il y a 6 heures,2023,Automatique,Diesel,N/A,Zara Auto,https://www.avito.ma/fr/el_houda/voitures_d_occasion/Volkswagen_T_roc_Diesel_Automatique_2023_57293313.htm,agadir,el houda
Voitures d'occasion,mc louis caravan,"casablanca, aïn chock",il y a 6 heures,2024,Automatique,Diesel,N/A,auto Ghali,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Mc_louis_Caravan_56274866.htm,casablanca,aïn chock
Voitures d'occasion,mercedes-benz classe e diesel automatique 2017,"rabat, hay el fath",il y a 6 heures,2017,Automatique,Diesel,N/A,Auto Rachid,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Benz_Classe_E_Diesel_Automatique_2017_57297095.htm,rabat,hay el fath
Voitures d'occasion,dacia logan diesel sans adblue 2023 à rabat,"rabat, agdal",il y a 6 heures,2023,Manuelle,Diesel,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Dacia_Logan_Diesel_Sans_Adblue_2023_à_Rabat_57452713.htm,rabat,agdal
Voitures d'occasion,fiat fiorino,"casablanca, autre secteur",il y a 6 heures,2020,Manuelle,Diesel,N/A,Voitures particuliers certifiées,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_Fiorino_57497164.htm,casablanca,autre secteur
Voitures d'occasion,mercedes-benz classe gle hybride automatique 2026,"casablanca, anfa",il y a 6 heures,2026,Automatique,Hybride,N/A,Luxury Auto,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_Classe_GLE_Hybride_Automatique_2026_57480967.htm,casablanca,anfa
Voitures d'occasion,mercedes-benz classe glc diesel hybride,"rabat, hay el fath",il y a 6 heures,2020,Automatique,Hybride,N/A,Auto Rachid,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Benz_Classe_GLC_Diesel_Hybride_57297326.htm,rabat,hay el fath
Voitures d'occasion,mercedes-benz classe c 220d pack amg,"casablanca, aïn chock",il y a 6 heures,2021,Automatique,Diesel,N/A,Supreme auto,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Mercedes_Benz_Classe_c_220d_pack_AMG_56001923.htm,casablanca,aïn chock
Voitures d'occasion,ford transit vip,"casablanca, aïn chock",il y a 6 heures,2018,Automatique,Diesel,N/A,Gotha Motors,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/FORD_TRANSIT_VIP_57302216.htm,casablanca,aïn chock
Voitures d'occasion,ronger évoqué bébé dynamic se 1er main unique,"casablanca, bourgogne",il y a 6 heures,2024,Automatique,Diesel,N/A,Najib,https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Ronger_évoqué_bébé_dynamic_SE_1er_main_unique_51786952.htm,casablanca,bourgogne
Voitures d'occasion,mercedes-benz cls 350d,"casablanca, val fleuri",il y a 6 heures,2019,Automatique,Diesel,N/A,Auto elyousre,https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Mercedes_Benz_CLS_350D_56764608.htm,casablanca,val fleuri
Voitures d'occasion,dacia duster 2020 à casablanca,"casablanca, bournazil",il y a 6 heures,2020,Manuelle,Diesel,N/A,zouhair,https://www.avito.ma/fr/bournazil/voitures_d_occasion/Dacia_duster_2020_à_Casablanca_55937415.htm,casablanca,bournazil
Voitures d'occasion,hyundai tucson diesel 2023 automatique 1ère main,"marrakech, amerchich",il y a 6 heures,2023,Automatique,Diesel,N/A,Youssef,https://www.avito.ma/fr/amerchich/voitures_d_occasion/HYUNDAI_TUCSON_DIESEL_2023_AUTOMATIQUE_1ère_Main_57314553.htm,marrakech,amerchich
Voitures d'occasion,mercedes classe a diesel automatique 2019,"rabat, massira",il y a 6 heures,2019,Automatique,Diesel,N/A,Atlantic Auto,https://www.avito.ma/fr/massira/voitures_d_occasion/Mercedes_Classe_A_Diesel_Automatique_2019_57361832.htm,rabat,massira
Voitures d'occasion,mazda 3 essence automatique 2024 à casablanca,"casablanca, route d'azemmour",il y a 6 heures,2024,Automatique,Essence,N/A,sami,https://www.avito.ma/fr/route_d_azemmour/voitures_d_occasion/Mazda_3_Essence_Automatique_2024_à_Casablanca_57022018.htm,casablanca,route d'azemmour
Voitures d'occasion,citroen c 4 diesel 2010,"mohammedia, el alia",il y a 6 heures,2010,Manuelle,Diesel,N/A,Hicham,https://www.avito.ma/fr/el_alia/voitures_d_occasion/Citroen_C_4_diesel_2010_57507312.htm,mohammedia,el alia
Voitures d'occasion,audi q5 2l automatique 2017 (j'accepte reprise),"tanger, centre ville",il y a 6 heures,2017,Automatique,Diesel,N/A,Ahmed rifi auto,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Audi_Q5_2L_Automatique_2017__J_ACCEPTE_REPRISE__56485415.htm,tanger,centre ville
Voitures d'occasion,kia picanto clim,"agadir, autre secteur",il y a 6 heures,2008,Manuelle,Essence,N/A,Mobile auto,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Kia_Picanto_clim_57411137.htm,agadir,autre secteur
Voitures d'occasion,tiguan manuelle m-2016 diwana 12/2025 t.options,"kénitra, al maghrib al arabi",il y a 6 heures,2016,Manuelle,Diesel,N/A,Auto Rafie,https://www.avito.ma/fr/al_maghrib_al_arabi/voitures_d_occasion/Tiguan_manuelle_M_2016_Diwana_12_2025_t_options_57300959.htm,kénitra,al maghrib al arabi
Voitures d'occasion,mercedes a200 amg,"tanger, centre",il y a 6 heures,2024,Automatique,Diesel,N/A,LUXE AUTO RIF,https://www.avito.ma/fr/centre/voitures_d_occasion/Mercedes_A200_amg_57339019.htm,tanger,centre
Voitures d'occasion,opel astra à vendre,"tanger, drissia",il y a 6 heures,2012,Manuelle,Diesel,N/A,cosmos,https://www.avito.ma/fr/drissia/voitures_d_occasion/Opel_Astra_à_vendre_57424984.htm,tanger,drissia
Voitures d'occasion,land rover range rover sport diesel automatique,"casablanca, aïn chock",il y a 6 heures,2024,Automatique,Diesel,N/A,Supreme auto,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Land_Rover_Range_Rover_Sport_Diesel_Automatique_57379536.htm,casablanca,aïn chock
Voitures d'occasion,peugeot 508 diesel automatique 2020 à casablanca,"casablanca, aïn chock",il y a 6 heures,2020,Automatique,Diesel,N/A,Supreme auto,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Peugeot_508_Diesel_Automatique_2020_à_Casablanca_57467647.htm,casablanca,aïn chock
Voitures d'occasion,peugeot 308 allure,"tétouan, autre secteur",il y a 6 heures,2022,Automatique,Diesel,N/A,TETOUAN AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Peugeot_308_Allure_57507303.htm,tétouan,autre secteur
Voitures d'occasion,glc 300d import neuf,"oujda, hay el qods",il y a 17 heures,2026,Automatique,Diesel,https://content.avito.ma/classifieds/images/10139704276?t=images,C ZAM AUTO oujda,https://www.avito.ma/fr/hay_el_qods/voitures_d_occasion/GLC_300d_import_neuf_56995928.htm,oujda,hay el qods
Voitures d'occasion,volvo s90 2021,"casablanca, maarif",il y a 9 heures,2021,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144787329?t=images,Coline auto,https://www.avito.ma/fr/maarif/voitures_d_occasion/Volvo_s90_2021_57329412.htm,casablanca,maarif
Voitures d'occasion,mercedes-benz glc 300de 2026,"rabat, hay el fath",il y a 2 heures,2025,Automatique,Hybride,https://content.avito.ma/classifieds/images/10137970657?t=images,AutoLand Rabat,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Benz_GLC_300de_2026_56531046.htm,rabat,hay el fath
Voitures d'occasion,ds ds4 automatique 2024,"agadir, tassila",il y a 6 heures,2024,Automatique,Diesel,N/A,Zara Auto,https://www.avito.ma/fr/tassila/voitures_d_occasion/Ds_Ds4_automatique_2024_56635311.htm,agadir,tassila
Voitures d'occasion,tiguan manuelle m-2016 diwana 12/2025 t.options,"kénitra, al maghrib al arabi",il y a 6 heures,2016,Manuelle,Diesel,N/A,Auto Rafie,https://www.avito.ma/fr/al_maghrib_al_arabi/voitures_d_occasion/Tiguan_manuelle_M_2016_Diwana_12_2025_t_options_57300959.htm,kénitra,al maghrib al arabi
Voitures d'occasion,mercedes a200 amg,"tanger, centre",il y a 6 heures,2024,Automatique,Diesel,N/A,LUXE AUTO RIF,https://www.avito.ma/fr/centre/voitures_d_occasion/Mercedes_A200_amg_57339019.htm,tanger,centre
Voitures d'occasion,peugeot 308 allure,"tétouan, autre secteur",il y a 6 heures,2022,Automatique,Diesel,N/A,TETOUAN AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Peugeot_308_Allure_57507303.htm,tétouan,autre secteur
Voitures d'occasion,alfa romeo stelvio 2.2d q4 super modèle 2021,"bouskoura, bouskoura centre",il y a 6 heures,2021,Automatique,Diesel,N/A,Manaf,https://www.avito.ma/fr/bouskoura_centre/voitures_d_occasion/Alfa_Romeo_Stelvio_2_2D_Q4_Super_modèle_2021_57507304.htm,bouskoura,bouskoura centre
Voitures d'occasion,hummer h2 2007 tres bon etat,"marrakech, zone industrielle sidi ghanem",il y a 6 heures,2007,Automatique,Essence,N/A,GP OCCAZ,https://www.avito.ma/fr/zone_industrielle_sidi_ghanem/voitures_d_occasion/Hummer_H2_2007_TRES_BON_ETAT_56767570.htm,marrakech,zone industrielle sidi ghanem
Voitures d'occasion,peugeot 508 diesel automatique 2021 à casablanca,"casablanca, aïn chock",il y a 6 heures,2021,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Peugeot_508_Diesel_Automatique_2021_à_Casablanca_57473605.htm,casablanca,aïn chock
Voitures d'occasion,hyundai - tucson 2025,"rabat, hay el fath",il y a 6 heures,2025,Automatique,Diesel,N/A,Auto Rachid,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Hyundai___Tucson_2025_56166562.htm,rabat,hay el fath
Voitures d'occasion,mercedes-benz gle coupé 350.amg,"casablanca, belvédère",il y a 6 heures,2017,Automatique,Diesel,N/A,Marouane Auto,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_Benz_GLE_coupé_350_amg_53546268.htm,casablanca,belvédère
Voitures d'occasion,peugeot 208 diesel automatique 2022(jaccept repris,"tanger, centre ville",il y a 6 heures,2022,Automatique,Diesel,N/A,Ahmed rifi auto,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_208_Diesel_Automatique_2022_JACCEPT_REPRIS_57144097.htm,tanger,centre ville
Voitures d'occasion,mercedes classe e220d,"casablanca, anfa",il y a 6 heures,2020,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/mercedes_classe_E220d_56561395.htm,casablanca,anfa
Voitures d'occasion,dacia duster diesel automatique 2020 à casablanca,"casablanca, aïn chock",il y a 6 heures,2020,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Dacia_Duster_Diesel_Automatique_2020_à_Casablanca_57193204.htm,casablanca,aïn chock
Voitures d'occasion,bmw x1 hybride automatique 2021 à casablanca,"casablanca, sidi maarouf",il y a 6 heures,2021,Automatique,Hybride,N/A,Mustapha Badir,https://www.avito.ma/fr/sidi_maarouf/voitures_d_occasion/BMW_X1_Hybride_Automatique_2021_à_Casablanca_57463503.htm,casablanca,sidi maarouf
Voitures d'occasion,fiat fiorino première main,"casablanca, 2 mars",il y a 6 heures,2021,Manuelle,Diesel,N/A,Abdou,https://www.avito.ma/fr/2_mars/voitures_d_occasion/Fiat_Fiorino_première_main_57507295.htm,casablanca,2 mars
Voitures d'occasion,peugeot 208 sans adblue,"kénitra, autre secteur",il y a 6 heures,2023,Manuelle,Diesel,N/A,Jaouad,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Peugeot_208_Sans_AdBlue_57022736.htm,kénitra,autre secteur
Voitures d'occasion,cayenne gt turbo hybride 2025 à tanger,"tanger, centre",il y a 6 heures,2025,Automatique,Hybride,N/A,LUXE AUTO RIF,https://www.avito.ma/fr/centre/voitures_d_occasion/Cayenne_gt_turbo_Hybride_2025_à_Tanger_57437052.htm,tanger,centre
Voitures d'occasion,mercedes gle 400d pack amg,"casablanca, californie",il y a 6 heures,2021,Automatique,Diesel,N/A,Carlex Auto,https://www.avito.ma/fr/californie/voitures_d_occasion/Mercedes_GLE_400d_Pack_Amg_57134625.htm,casablanca,californie
Voitures d'occasion,volkswagen tiguan 12/2020,"casablanca, anfa",il y a 6 heures,2020,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Volkswagen_tiguan_12_2020_57341001.htm,casablanca,anfa
Voitures d'occasion,fiat grand punto essence,"temara, autre secteur",il y a 6 heures,2015,Manuelle,Essence,N/A,MOUNY AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_grand_punto_essence_57469225.htm,temara,autre secteur
Voitures d'occasion,mercedes glc 300 de coupé amg hybride diesel,"meknès, marjane 2",il y a 6 heures,2023,Automatique,Hybride,N/A,Tijani,https://www.avito.ma/fr/marjane_2/voitures_d_occasion/Mercedes_GLC_300_DE_Coupé_AMG_Hybride_diesel_57418138.htm,meknès,marjane 2
Voitures d'occasion,hyundai accent automatique 2023,"marrakech, massira 2",il y a 6 heures,2023,Automatique,Diesel,N/A,AUTO  Noureddine,https://www.avito.ma/fr/massira_2/voitures_d_occasion/Hyundai_Accent_automatique_2023_57494906.htm,marrakech,massira 2
Voitures d'occasion,volkswagen t roc 2023,"casablanca, anfa",il y a 6 heures,2023,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Volkswagen_t_roc_2023_57100278.htm,casablanca,anfa
Voitures d'occasion,renault kangoo diesel automatique 2025 à agadir,"agadir, centre ville",il y a 6 heures,2025,Automatique,Diesel,N/A,Zara Auto,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Renault_Kangoo_Diesel_Automatique_2025_à_Agadir_57166453.htm,agadir,centre ville
Voitures d'occasion,clio 5 3mra,"rabat, hay el fath",il y a 6 heures,2022,Manuelle,Diesel,N/A,Chaabi Auto,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Clio_5_3mra_57507283.htm,rabat,hay el fath
Voitures d'occasion,volkswagen arteon diesel automatique 2018,"bouskoura, ville verte",il y a 6 heures,2018,Automatique,Diesel,N/A,MUSTAPHA,https://www.avito.ma/fr/ville_verte/voitures_d_occasion/Volkswagen_Arteon_Diesel_Automatique_2018_57507288.htm,bouskoura,ville verte
Voitures d'occasion,ford focus,"casablanca, hay mohammadi",il y a 6 heures,2017,Manuelle,Diesel,N/A,particulier,https://www.avito.ma/fr/hay_mohammadi/voitures_d_occasion/Ford_focus_57507287.htm,casablanca,hay mohammadi
